left,right,match,chatgpt_pred
title: Apple 12.9 iPad Pro Smart cover MK0L2M/A MK0L2M/A LN72920 - MK0L2ZM/A | SCAN UK,title: Apple iPad mini 4 Wi-Fi 128GB - Oro Mini Gris Black Friday 2017,False,False
title: Gigabyte Intel Z370M D3H Coffee Lake Micro ATX Motherboard Motherboard LN84639 | SCAN UK,title: Gigabyte B250M D3H Kaby Lake Micro ATX Motherboard Motherboard LN77113 - GA-B250M-D3H | SCAN UK,False,False
title: XTA-3510-73-GB-10K Sun 73-GB 10K HP FC-AL HDD Null,title: XTA-3510-300-GB-10K Sun 300-GB 10K HP FC-AL HDD Null,False,False
title: AMD Ryzen 5 1600 6 Core AM4 CPU/Processor with Wraith Spire 95W cooler cooler LN79704 - YD1600BBAEBOX | SCAN UK,title: AMD Ryzen 5 1600 Six-Core Processor with Wraith Spire (no LED) 95W cooler  no LED | YD1600BBAEBOX Novatech,True,True
title: Apple iMac 21.5-inch 2.5GHz Quad-core i5 (Mid 2011) MC309LL/A iMac 21.5 | macofalltrades,title: Intel Xeon E5-2609V2 / 2.5 GHz processor  Intel processor - 712741-B21 Add-In Processors (CPUs) CDW.com,False,False
title: Crucial - DDR3L 4 GB DIMM 240-pin  Crucial 240-pin CT51264BD160BJ System Memory (RAM) CDW.com,title: Crucial - DDR3L 4 GB SO-DIMM 204-pin  Crucial 204-pin CT4G3S186DJM System Memory (RAM) CDW.com,False,False
title: Gigabyte Kaby Lake i7 BRIX S Barebone Mini PC Kit with 2.5 SATA Bay Bay LN76130 - GB-BKi7HA-7500 | SCAN UK,title: Gigabyte Brix GB-BXBT-2807 2.5 HDD Celeron Barebone Mini PC  Gigabyte for €134.95 from Maplin - Pricesearcher,False,False
title: Crucial 4GB PC3-12800 240-pin DDR3 SDRAM DIMM DIMM (CT51264BD160B),title: Crucial - DDR3L 4 GB DIMM 240-pin  Crucial 240-pin CT51264BD160BJ System Memory (RAM) CDW.com,True,True
title: Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A  Used and Refurbished Macbook Airs on Sale | GainSaver,title: Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A Customer Reviews of Refurbished Macs | GainSaver Blog,True,True
title: Corsair Vengeance LPX Black 32GB (2x16GB) DDR4 PC4-17000 2133MHz Dual Channel Kit  2x16GB | CMK32GX4M2A2133C13 Novatech,title: Corsair Vengeance LPX Black 32GB (2x16GB) DDR4 PC4-24000 3000MHz Dual Channel Kit  2x16GB | CMK32GX4M2B3000C15 Novatech,False,False
title: HP ZBook Studio G3 i7-6700HQ 8GB 256GB SSD M1000 4GB 15.6 FHD W7Pro ProBook 450 G4 i7-7500U 1TB W10Pro - Black Friday 2017,title: HP ZBook Studio G3 i7-6700HQ 8GB 256GB SSD M1000 4GB 15.6 FHD W7Pro ProBook 640 i5-7200u 14 W10Pro - Black Friday 2017,True,False
title: Apple MacBook Pro 15.4 With Touch Bar Silver Laptop Computer Computer - MPTU2LL/A,title: Apple MacBook Pro 15.4 With Retina Display 2.5GHz Intel Core i7 Laptop Computer Computer - MJLT2LL/A,False,True
title: Apple - Smart Keyboard for 12.9 Inch iPad Pro Gray,title: Apple - Smart Case for Apple iPad® Air 2 Midnight Blue,False,False
title: Corsair Vengeance - DDR3 8 GB : 2 x 4 SO-DIMM 204-pin  Corsair 204-pin CMSX8GX3M2A1600C9 System Memory (RAM) CDW.com,title: Corsair Vengeance 8Gb (2x4Gb) DDR3 1600MHz Cas9 SO-DIMM Kit Kit | CMSX8GX3M2A1600C9,True,True
title: HPE Smart Array P421/2GB with FBWC - storage controller (RAID) SATA 6Gb/s  HPE 6Gb/s 631674-B21 RAID Controllers CDW.com,title: HPE Smart Array P222/512 with FBWC - storage controller (RAID) SATA 6Gb/s  HPE 6Gb/s 631667-B21 RAID Controllers CDW.com,False,False
title: SanDisk Ultra - Premium Edition flash memory card 200 GB microSDXC UH  SanDisk UH SDSDQUAN-200G-A4A Flash Memory Cards CDW.com,title: 653124-B21 HP G8 G9 200-GB 3G 3.5 SATA MLC SSD Null,False,False
title: Acer Swift 1 SF113-31-P4A2 Pink   Acer Notebooks: Ausgezeichnete Aspire Modelle f rs Gaming,title: Acer Aspire ES1-132-P194 - Business Notebook   Acer Notebooks: Ausgezeichnete Modelle f rs Gaming,False,False
title: Gigabyte BSI5-6200 BRIX Ultra Compact Mini PC with mDP/HDMI 1.4 and USB 3.0 3.0 LN69906 - GB-BSI5-6200 | SCAN UK,title: Gigabyte BRIX GB-BKi7HA-7500 (rev. 1.0) - Ultra Compact PC Kit Core i7 75  Gigabyte 75 GB-BKI7HA-7500 Desktop Computers CDWG.com,False,False
"title: 408850-B21 HP 1GB (2x512MB) PC2-5300 SDRAM Kit, Null New 408850-B21 Kit Wholesale Price 408850-B21",title: HP 408850-B21 - Prijzen @NL Tweakers@NL,True,True
title: Apple iMac 21.5-inch 2.5GHz Quad-core i5 (Mid 2011) MC309LL/A iMac 21.5 | macofalltrades,title: Fair Condition*: Apple iMac 21.5-inch 2.5GHz Quad-Core i5 (Mid 2011) MC309LL/A iMac 21.5 2011)* | macofalltrades,True,True
title: Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A  Used and Refurbished Macbook Airs on Sale | GainSaver,title: Lenovo Professional Backpack (Black) for 15.6 inch ThinkPad Notebooks,False,False
"title: 370780-001 HP 512MB DDR RAM PC2700, Null New 370780-001 PC2700 Wholesale Price 370780-001",title: 370780-001 HP 512MB DDR RAM PC2700 Null,True,True
title: XTA-3510-73-GB-10K Sun 73-GB 10K HP FC-AL HDD Null,"title: 356816-001 ML350T G4p Xeon 3.2 2MB 512MB, Null Price 356816-001 512MB Wholesale 356816-001",False,False
title: Crucial - DDR3L 4 GB DIMM 240-pin  Crucial 240-pin CT51264BD160BJ System Memory (RAM) CDW.com,title: Crucial SO-DIMM 204-pin 4 GB DDR3L SDRAM  Crucial SDRAM - CT51264BF160B System Memory (RAM) CDW.com,False,False
title: 6th Generation Intel® Core™ i7 6700K 4.0GHz Socket LGA1151 (Skylake) Processor - Retail  Skylake | BX80662I76700K Novatech,title: 6th Generation Intel® Core™ i7 6700 3.4GHz Socket LGA1151 (Skylake) Processor - Retail  Skylake | BX80662I76700 Novatech,False,False
title: Switch TP-Link 16 Portas 10/100/1000Mbps Rack (TL-SG1016) (TL-SG1016) - PCDIGA,title: TP-Link 16-Port Gigabit Ethernet Switch (TL-SG1016) Routers - Page 4 | Laptops Outlet Direct,True,True
title: TP-Link 16-Port Gigabit Ethernet Switch (TL-SG1016) Routers - Page 4 | Laptops Outlet Direct,title: SmartShell Glitter MacBook Pro 2016 13 Cases,False,False
title: Intel Giabit CT Desktop PCI Express Network Adapter  Intel Adapter - EXPI9301CT Ethernet Adapters CDW.com,title: HPE Read Intensive-2 - solid state drive 240 GB SATA 6Gb/s  HPE 6Gb/s 804587-B21 Solid State Drives (SSDs) CDW.com,False,False
title: MSI GAMING Z170I PRO AC Skylake WiFi Mini ITX Motherboard Motherboard LN67102 - | SCAN UK,title: Gigabyte Intel Z370M D3H Coffee Lake Micro ATX Motherboard Motherboard LN84639 | SCAN UK,False,False
title: Seagate 1TB 7200RPM SATA 6Gb/s 64MB Cache HDD - OEM (ST1000DM003) ▷ Seagate (ST1000D… | OcUK,title: Seagate 1TB Barracuda 3.5 7200 RPM Internal Hard Drive Drive ST1000DM003 - Filmtools,True,True
title: Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)  Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com,title: Samsung 960 PRO MZ-V6P2T0BW - solid state drive 2 TB PCI Express 3.0 x4  Samsung x4 Solid State Drives (SSDs) CDW.com,False,False
title: 508429-001 HP 400-GB 10K 3.5 DP NHP SAS 5 Pack  HP 508429-001 Part# -508429-001-5Pack,title: 518736-001 HP 450-GB 10K FC-AL  Null,False,False
title: Null 301044-B21 HP 2GB 266MHz SDRAM Module,title: 300680-B21 HP 2GB (2x1GB) 266MHz SDRAM Kit Null,False,False
title: Corsair Air Series SP120 PWM High Performance Edition Static Pressure Fan  | CO-9050013-WW Novatech,title: Corsair AF140 Led Blanco 140mm,False,False
title: Seagate 2TB 3.5 SATA3 BarraCuda HDD/Hard Drive ST2000DM006 ST2000DM006 LN74291 | SCAN UK,title: Seagate Barracuda 2TB SATA 3 Internal Hard Drive/HDD ST2000DM001 ST2000DM001 LN42857 | SCAN UK,False,True
"title: Intel SSD DC P3600 Series , Intel (1.2TB, PCIe) Prices - CNET",title: Intel Solid-State Drive DC P3600 Series - solid state drive 1.2 TB PCI  Intel SSDPEDME012T401 Solid State Drives (SSDs) CDWG.com,True,True
title: Speck SeeThru MacBook Air 13 - notebook hardshell case  Speck case 71482-B189 Sleeve/Shuttle Notebook Cases CDW.com,title: SeeThru MacBook 12 Cases,False,False
"title: 495942-B21 HP E5506 2.13GHz ML370 G6, Null New 495942-B21 G6 Wholesale Price 495942-B21",title: Null 495942-B21 HP E5506 2.13GHz ML370 G6,True,True
title: Asus PCE-AC55BT Dual-Band Wireless-AC1200 Bluetooth 4.0 PCI-E Adapter ▷ Asus PCI-… | OcUK,title: ASUS PCE-AC55BT - network adapter  ASUS adapter Wireless Adapters & Accessories CDW.com,True,True
title: Logitech C525 (8MP) HD Webcam Webcam - 960-001064 | CCL Computers,title: Full HD Outdoor Vandal Proof PoE Dome Camera DCS-4602EV Full Camera | D-Link UK,False,False
title: Seagate IronWolf Pro ST10000NE0004 - hard drive 10 TB SATA 6Gb/s  Seagate 6Gb/s Enterprise Hard Drives CDW.com,title: Seagate IronWolf Pro 8TB NAS 7200RPM SATA 6Gb/s 256MB Cache HDD OEM (ST8000NE0021) ▷ Seagate … | OcUK,False,True
title: Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming Black Friday 2017 | Megacomponentes.com informática y tecnología,title: Lenovo Legion Y520-15 i7-7700HQ 8GB 128GB SSD+1TB Nvidia GTX1050 4GB 15.6 W10 Black Friday 2017 | Megacomponentes.com informática y tecnología,False,False
title: Lenovo ThinkPad 11e Chromebook - 11.6 Celeron N3160 4 GB RAM 16 SSD G OETC Consortium Store,"title: Lenovo ThinkPad Work-In Case Gen.2 - notebook carrying case,  Lenovo case  Overview CNET",False,False
"title: Samsung SSD 850 EVO 250GB, M.2 250GB",title: Samsung 850 EVO M.2 1TB - Prijzen @NL Tweakers@NL,False,False
"title: 397409-B21 HP 1GB (2x512MB) PC2-5300 SDRAM, Null New 397409-B21 SDRAM Kit Wholesale Price 397409-B21",title: 408850-B21 HP 1GB (2x512MB) PC2-5300 SDRAM Kit Null,False,True
title: Corsair Vengeance LPX 16GB (4x4GB) DDR4 PC4-19200C16 2400MHz Quad Channel Kit - Black (CMK16GX4M4A24 ▷ Corsair 2400MHz… | OcUK,title: Corsair Vengeance LPX Black 16GB (4x4GB) DDR4 PC4-19200 2400MHz Dual Channel Kit (Skylake)  4x4GB Skylake | CMK16GX4M4A2400C16 Novatech,True,True
title: MEMORIA USB 16GB KINGSTON DATATRAVELER G4,title: PENDRIVE 16GB KINGSTON USB 3.0 DATATRAVELER G4 Almacenamiento Disco Duro o Tarjeta? - Tu tienda online líder con precios más baratos!,True,True
"title: Samsung SSD 850 EVO 1TB, SATA 6Gb/s 1TB",title: SSD Samsung 850 Evo 500Go,False,False
title: AMD Ryzen 7 1800X 8 Core AM4 CPU/Processor CPU/Processor LN78869 - YD180XBCAEWOF | SCAN UK,title: AMD Ryzen 5 1600X 6 Core AM4 CPU/Processor CPU/Processor LN79703 - YD160XBCAEWOF | SCAN UK,False,False
title: Logitech C525 (8MP) HD Webcam Webcam - 960-001064 | CCL Computers,title: HD Wireless Cloud Camera DCS-2132L HD Camera | D-Link Norge,False,False
title: AMD Ryzen Threadripper 1950X Box,title: Intel Core i7-7800X Box,False,False
title: ASUS SABERTOOTH X99 - motherboard ATX LGA2011-v3 Socket X99  ASUS SABERTOOTHX99 Motherboards/Chassis CDW.com,title: ASUS SABERTOOTH X99 USB 3.1 Motherboard Motherboard LN64186 - 90MB0L00-M0EAY0 | SCAN UK,True,True
title: HyperX FURY - DDR4 4 GB DIMM 288-pin  HyperX 288-pin HX426C15FB/4 System Memory (RAM) CDWG.com,title: HyperX FURY - DDR4 4 GB DIMM 288-pin  HyperX 288-pin HX424C15FB/4 System Memory (RAM) CDWG.com,False,False
title: Corsair Vengeance 8Gb (2x4Gb) DDR3 1600MHz Cas9 SO-DIMM Kit Kit | CMSX8GX3M2A1600C9,title: Corsair XMS3 4GB (2x2GB) DDR3 PC3-10666C9 1333MHz Dual Channel Kit (TW3X4G1333C9A) ▷ Corsair Chann… | OcUK,False,False
title: Apple Smart Keyboard for 12.9-inch iPad Pro,title: Apple - Smart Keyboard for 12.9 Inch iPad Pro Gray,True,True
title: Corsair Carbide 330R Ultra Silent Midi Tower Case - Blackout Edition (CC-9011076-WW) ▷ Corsair Blackout… | OcUK,title: Corsair Carbide Air 240 Cube Case - Black Black LN58820 CC-9011070-WW | SCAN UK,False,False
title: Apple - Smart Keyboard for 12.9 Inch iPad Pro Gray,title: Synology Disk Station DS1517+ - NAS server 0 GB  Synology GB (8GB) Workgroup Servers CDW.com,False,False
title: Apple Mac mini Core i5 500 GB HDD 4 RAM OS X 10.10 Yosemite  Apple Yosemite - MGEM2LL/A Desktop Computers CDW.com,title: Apple Mac mini - DTS Core i5 2.6 GHz 8 GB 1 TB  Apple TB MGEN2LL/A Desktop Computers CDW.com,False,True
title: Apple - 12.9- Inch iPad Pro with Wi-Fi 32 GB Silver,title: Apple 12.9-inch iPad Pro Wi-Fi - tablet 32 GB 12.9  Apple 12.9 ML0G2LL/A Tablets CDW.com,True,True
title: 6th Generation Intel® Core™ i7 6700K 4.0GHz Socket LGA1151 (Skylake) Processor - Retail  Skylake | BX80662I76700K Novatech,title: Intel Xeon E5-2683V4 / 2.1 GHz processor  Intel processor - BX80660E52683V4 Add-In Processors (CPUs) CDWG.com,False,False
title: Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming Black Friday 2017 | Megacomponentes.com informática y tecnología,title: Asus P541UJ-GO626T i7-7500u 12GB 1TB Nvidia GT920 2GB 15.6 W10 Chocolate Black Friday 2017 | Megacomponentes.com informática y tecnología,False,False
title: Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming Black Friday 2017 | Megacomponentes.com informática y tecnología,title: TP-LINK TL-SG1016DE switch D-Link Dgs-1210-24P Switch 24Xgigabit + 4Sfp Poe - Black Friday 2017,False,False
title: Corsair Vengeance LPX Black 16GB (2x8GB) DDR4 PC4-19200 2400MHz Dual Channel Kit  2x8GB | CMK16GX4M2A2400C14 Novatech,title: Corsair Vengeance LPX Black 32GB (4x8GB) DDR4 PC4-19200 2400MHz Quad Channel Kit  4x8GB | CMK32GX4M4A2400C14 Novatech,False,False
title: 508429-001 HP 400-GB 10K 3.5 DP NHP SAS 5 Pack  HP 508429-001 Part# -508429-001-5Pack,title: 359461-007 HP 300-GB 10K FC-AL Null,False,False
title: Asus M5A99X PRO R2.0 AMD 990X (Socket AM3+) DDR3 ATX Motherboard ▷ Asus Motherb… | OcUK,title: MSI AMD AM4 Ryzen B350 TOMAHAWK ATX Motherboard Motherboard LN79116 | SCAN UK,False,False
title: Apple iMac 27-inch 2.9GHz Quad-core i5 (Late 2012) MD095LL/A iMac 27 | macofalltrades,title: Multilayer 6-Port 1000BASE-SX Switch + 2 GBIC ports DGS-3308FG Multilayer ports | D-Link,False,False
title: Intel Core i5-4590 3.30GHz (Haswell) Socket LGA1150 Processor - Retail ▷ Intel Processo… | OcUK,title: Intel Core i5-4570 3.20GHz (Haswell) Socket LGA1150 Processor - Retail ▷ Intel Processo… | OcUK,False,False
title: HP ProBook 640 G3 i5-7200u 8GB 256GB SSD 14 W10Pro Pro x2 612 G2 2 en 1 Core M3-7Y30 128GB Tactil 12 FHD W1...,title: HP ProBook 440 G4 Notebook-PC Notebooks - HP Store Deutschland,False,False
"title: Intel Processor, Core i7-7700K i7-7700K (BX80677I77700K) Processor",title: Intel Core i7-6700K Tray - Prijzen @NL Tweakers@NL,False,False
title: Apple - 12.9- Inch iPad Pro with Wi-Fi 32 GB Silver,title: Apple - 12.9- Inch iPad Pro with Wi-Fi 32 GB Gold,False,False
"title: AMD Athlon X4 860K Black Edition, 4x 3.70GHz, boxed 3.70GHz Edition",title: AMD Athlon X4 860k 3.7 GHz Black Low Noise Edition,True,True
title: Intel Core i7-4790 3.60GHz (Haswell) Socket LGA1150 Processor - Retail ▷ Intel Processo… | OcUK,title: Intel Core i3-4150 3.50GHz (Haswell) Socket LGA1150 Processor - Retail ▷ Intel Processo… | OcUK,False,False
title: Intel Core i7-4790 3.60GHz (Haswell) Socket LGA1150 Processor - Retail ▷ Intel Processo… | OcUK,title: 377239-001 DL580 G3 Intel Xeon MP 3.16GHz  Null,False,False
"title: HP, 432804-B21, MEMORY 1GB PC2-5300 1X1GB HP 432804-B21",title: 432804-B21 HP 1GB PC2-5300 ECC DIMM Null,True,True
"title: 397409-B21 HP 1GB (2x512MB) PC2-5300 SDRAM, Null New 397409-B21 SDRAM Kit Wholesale Price 397409-B21","title: 408854-B21 HP 8GB (2x4GB) PC2-5300P SDRAM Kit, Null Price 408854-B21 New 408854-B21 Kit Wholesale",False,False
title: Transcend TS64GUSDU1 CYT 64GB 8p MSDXC 400x Class 10 UHS-1 U1 Transcend Premium Micro Secure Digital,title: Transcend 64GB MicroSDXC Class10 UHS-1 Memory Card with Adapter 60 MB/s (TS64GUSDU1) Accessories - Page 438 | Roaming Free Sims,True,True
title: AMD Ryzen 7 1800X 8 Core AM4 CPU/Processor CPU/Processor LN78869 - YD180XBCAEWOF | SCAN UK,title: AMD Quad Core A10 9700E AM4 CPU/Processor with Radeon Graphics Graphics LN83453 - AD9700AHABBOX | SCAN UK,False,False
title: Lenovo ThinkPad - solid state drive 512 GB PCI Express 3.0 x4 (NVMe)  Lenovo (NVMe) 4XB0K48502 Solid State Drives (SSDs) CDW.com,title: ThinkPad 512 GB PCIe-NVMe (3x4) M.2 SSD SSD | Storage Lenovo New Zealand,True,True
title: Apple iMac 21.5-inch 3.06GHz Core i3 (Mid 2010) MC508LL/A iMac 21.5 | macofalltrades,title: Apple 3.06GHz Intel Core i3 iMac Desktop Computer Computer - MC508LL/A Abt,True,True
title: Null 77000455 AccelePort PCI XEM Host Adapter,"title: PM254A HP 400-GB 7.2K IDE SATA, Null New PM254A SATA 5 Pack Wholesale Price PM254A-5Pack",False,False
title: BenQ RL2455HM 24 1920x1080 TN Widescreen LED Monitor - Black/Red ▷ BenQ Blac… | OcUK,title: AOC E2270SWDN 21.5 1920x1080 TN Widescreen LED Monitor - Black ▷ AOC Bl… | OcUK,False,False
title: Corsair 4GB (1x4GB) DDR3 1333 MHz (PC3 10666) Laptop Memory Blank Media - Page 2 | All Tech Toys,title: Corsair - DDR3 4 GB SO-DIMM 204-pin  Corsair 204-pin CMSO4GX3M1A1333C9 System Memory (RAM) CDW.com,True,True
title: HP ZBook Studio G3 i7-6700HQ 8GB 256GB SSD M1000 4GB 15.6 FHD W7Pro ProBook 450 G4 i7-7500U 1TB W10Pro - Black Friday 2017,title: HP ZBook Studio G4 Workstation i7-7700HQ 8GB 256GB SSD Quadro M1200 4GB 15.6 FHD 250 G5 i5-6200U 1TB W10 Plata - Black Friday 2017,False,False
"title: 500660-B21 HP 4GB (1x4GB) PC3-8500 RDIMM, Null New 500660-B21 RDIMM Wholesale Price 500660-B21","title: 354560-B21 HP PC3200-ECC SDRAM DIMM, Null Price 354560-B21 New 354560-B21 DIMM Wholesale",False,False
title: Asus M5A99X PRO R2.0 AMD 990X (Socket AM3+) DDR3 ATX Motherboard ▷ Asus Motherb… | OcUK,title: Asrock H81M-DGS R2.0 Intel H81 (Socket 1150) DDR3 Micro ATX Motherboard ▷ Asrock … | OcUK,False,False
title: G.Skill - Ripjaws V Series 16GB (2 x 8GB) DDR4-2400 Memory Memory (F4-2400C15D-16GVR) PCPartPicker,title: Corsair - Vengeance 16GB (2 x 8GB) DDR3-1866 Memory Memory (CMZ16GX3M2A1866C10) PCPartPicker,False,False
"title: Sapphire Pulse Radeon RX 580, 4GB GDDR5 580",title: Gigabyte Radeon RX 580 Gaming 4GB GDDR5 GDDR5 - Wipoid.com,False,True
"title: Intel i5-4460,3.2GHz,4-Core,Haswell,84W,LGA1150 CPU,Retail Haswell LGA1150 CPU Retail | BX80646I54460 84W 4-Core 3.2GHz i5-4460",title: **B Grade** Intel Core i5-4670K 3.40GHz (Haswell) Socket LGA1150 Processor - Retail ▷ **B LGA… | OcUK,False,False
title: PNY Elite Performance 64 GB SDXC SDXC | ibSupply.com,title: Kingston Ultimate - flash memory card 64 GB SDXC  Kingston SDXC SDA10/64GB Flash Memory Cards CDW.com,False,False
title: SanDisk 128 GB CF Extreme Pro 160MB/s - SDCFXPS-128G-X46,title: SanDisk 128 GB CF Extreme Pro 160MB/s - SDCFXPS-128G-X46  SanDisk SDCFXPS-128G-X46 | WTS Broadcast,True,True
title: Apple iMac 21.5-inch 2.5GHz Quad-core i5 (Mid 2011) MC309LL/A iMac 21.5 | macofalltrades,title: Apple iMac 21.5-inch 2.8GHz Quad-core i7 (Mid 2011) MC812LL/A-BTO iMac 21.5 | macofalltrades,False,False
title: Acer Aspire ES1-132-P194 - Business Notebook   Acer Notebooks: Ausgezeichnete Modelle f rs Gaming,title: DP 1.2 to HDMI 1.4 (Active) Convertor Cable From Startech Startech LN69828 - DP2HD4KS | SCAN UK,False,False
title: Null 301044-B21 HP 2GB 266MHz SDRAM Module,"title: 601248-B21 HP E5507 2.26GHz ML350 G6, Null New 601248-B21 G6 Wholesale Price 601248-B21",False,False
title: Lenovo Y700-15ISK i7-6700HQ 12GB 1TB Nvidia GTX960M 4GB 15.6 W10 Gaming Black Friday 2017 | Megacomponentes.com informática y tecnología,title: Asus ROG G501VW-FW106T i7-6700HQ 8GB 1TB Nvidia GTX960 2GB W10 15.6 Black Friday 2017 | Megacomponentes.com informática y tecnología,False,False
title: 643778-B21 HP Xeon E78867 2.13GHz BL680c G7  Null,title: 643772-B21 HP Xeon E74830 2.13GHz BL680c G7  Null,False,False
title: AMD Ryzen 5 1400 Quad-Core Processor with Wraith Stealth 65W cooler  | YD1400BBAEBOX Novatech,title: AMD Ryzen 3 1200 Quad Core AM4 CPU/Processor with Wraith Stealth Cooler Cooler LN83029 - YD1200BBAEBOX | SCAN UK,False,False
title: SanDisk Ultra - Premium Edition flash memory card 200 GB microSDXC UH  SanDisk UH SDSDQUAN-200G-A4A Flash Memory Cards CDW.com,title: Kingston 64GB DataTraveler microDuo 3 DTDUO3/64GB Flash Drive USB 3.0 OTG r70MB/s w15MB/s for Androi,False,False
title: ASUS H81I-PLUS Intel H81 (Socket 1150) Mini ITX Motherboard  Socket 1150 | Novatech,title: HP Intel Xeon X5560 - Prijzen @NL Tweakers@NL,False,False
title: ASUS GeForce GTX 1070 TURBO 8GB GDDR5 Graphics Card  | TURBO-GTX1070-8G Novatech,title: Palit NVIDIA GeForce GTX 1080 8GB GameRock Graphics Card Card LN73341 - NEB1080T15P2-1040G | SCAN UK,False,False
title: Lenovo ThinkServer TD350 - tower Xeon E5-2620V4 2.1 GHz 16 GB 0 GB  Lenovo 70DG007QUX x86 Based Servers CDW.com,"title: 340-9807 Dell 73-GB U320 NHP 15K, Null New 340-9807 15K 2 Pack Wholesale Price 340-9807-2Pack",False,False
title: Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A  Used and Refurbished Macbook Airs on Sale | GainSaver,title: Macbook Air 11.6-inch (Glossy) 1.6GHZ Dual Core i5 (Early 2015) . - Apple MJVM2LL/A  Deal of the Day Refurbished Used Mac Laptops and More | GainSaver,True,True
title: Gigabyte AMD Radeon RX 580 4GB GAMING Graphics Card Card LN80145 - GV-RX580GAMING-4GD | SCAN UK,title: Sapphire Radeon R7 240 Graphics Card Card LN53955 - 11216-02-20G | SCAN UK,False,False
